home_team,away_team,elo_diff,elo_home,elo_away,win_rate_diff,goals_scored_diff,goals_conceded_diff,last_10_points_diff,tournament_win_rate_diff,squad_rating_diff,gk_rating_diff,def_rating_diff,mid_rating_diff,fwd_rating_diff,squad_depth_diff,market_value_diff_log,injured_diff,neutral_venue,home_is_host,away_is_host,same_confederation,combined_wc_experience,h2h_home_win_rate,h2h_recent_goal_diff,h2h_match_count
Mexico,New Zealand,167.0463980214297,1788.651994072018,1621.6055960505882,0.08295928077458542,-0.5784105393044754,-0.23318902848696754,7,0.17647058823529416,0.9396130434782624,0.8943999999999992,1.1847249999999985,0.6240499999999995,1.024866666666667,-0.03548577075098791,1.744612636507135,0,1,1,0,0,19,0.6,0.6000000000000001,1
Mexico,Spain,-162.96736247180797,1788.651994072018,1951.619356543826,-0.2041216792494701,-1.274558679196452,0.0794957482804981,3,0.15266106442577032,-0.7698478260869575,-1.0457,-0.5246750000000002,-1.0721000000000007,-0.7506000000000004,-0.047733992094858735,-1.9861408258656787,0,1,1,0,0,33,0.5,0.0,0
Mexico,Cape Verde,185.88604140350435,1788.651994072018,1602.7659526685136,0.0861702617545339,0.03117413648906675,-0.1827470443215995,6,0.33436532507739947,0.7026739130434798,0.42659999999999965,0.7086499999999987,0.5917999999999992,0.7775999999999996,-0.057019367588935665,1.0883205799961218,0,1,1,0,0,17,0.5,0.0,0
Mexico,Saudi Arabia,153.2765461306676,1788.651994072018,1635.3754479413503,0.06995730042459408,0.24219124377652745,-0.24408739434505233,11,0.28622668579626975,0.8480652173913068,0.7356999999999996,0.49942499999999956,0.8242250000000002,0.7433333333333332,-0.19321067193675923,1.3794214476642814,0,1,1,0,0,23,0.6666666666666666,0.5,2
Mexico,Uruguay,75.45366930577984,1788.651994072018,1713.198324766238,0.11805268596970342,0.2117537632672677,0.08717460806387445,12,0.17647058823529416,-0.260313043478261,0.17110000000000003,-0.4132750000000005,-0.5427250000000008,-0.05253333333333465,-0.09474150197628362,-1.1795387710279712,0,1,1,0,0,31,0.25,-1.25,4
Mexico,France,-69.9166716198888,1788.651994072018,1858.5686656919067,-0.19793541667836645,-0.8738344451132034,-0.04582670862477389,3,0.09313725490196079,-0.832813043478259,-0.9725999999999999,-0.6858750000000011,-0.6658000000000008,-1.2339000000000002,0.014285770750989357,-2.0894487630843024,0,1,1,0,0,33,0.5,0.0,0
Mexico,Senegal,-31.11074327115216,1788.651994072018,1819.76273734317,-0.2423921089864568,-0.7690088666569854,0.27968574357462883,0,0.05147058823529416,-0.3556608695652166,-0.1894000000000009,-0.08657500000000162,-0.5961750000000006,-0.8232999999999997,-0.06355731225296246,-1.2625669603497691,0,1,1,0,0,20,0.5,0.0,0
Mexico,Norway,44.75462585443347,1788.651994072018,1743.8973682175845,-0.1294756404391515,-1.3298223278752281,-0.024606372862658432,-5,0.6764705882352942,-0.29553478260869603,0.1750999999999996,-0.4683000000000028,-0.27107499999999973,-0.8839333333333315,-0.14711067193676008,-1.4171356707910157,0,1,1,0,0,20,0.5,0.0,0
Mexico,Iraq,116.19838499029265,1788.651994072018,1672.4536090817253,-0.056383569017391055,0.1008665626465437,-0.03674945132367491,5,0.16365007541478138,0.8375217391304348,0.8267999999999995,0.979449999999999,0.7833749999999995,0.8288000000000002,0.018205533596841406,2.204144927508384,0,1,1,0,0,18,0.6,0.6000000000000001,1
Mexico,Argentina,-91.06783079031447,1788.651994072018,1879.7198248623324,-0.30017505152690294,-0.9034960087894712,0.4418030728408516,5,0.07040998217468808,-0.5142695652173916,-0.8783000000000012,-0.35642499999999977,-0.8330500000000001,-0.7329666666666679,-0.15500316205533338,-1.7203004958092727,0,1,1,0,0,35,0.25,-1.25,4
Mexico,Algeria,-14.520757747083962,1788.651994072018,1803.172751819102,-0.20604158808551232,-0.8852758448867839,0.22732941166044596,2,0.05382907880133192,0.2470086956521742,1.1136999999999997,-0.04980000000000118,-0.22085000000000043,-0.21253333333333302,-0.3521086956521735,-0.751741338751799,0,1,1,0,0,21,0.4,0.0,1
